41112208,411122,三家店镇,
41112209,411122,繁城镇,
41112210,411122,固厢乡,
41112211,411122,城关镇,
41112212,411122,石桥乡,
41112213,411122,王岗镇,
41112214,411122,巨陵镇,
41112215,411122,陈庄乡,
411104,4111,召陵区,
41110401,411104,青年村乡,
41110402,411104,召陵镇,
41110403,411104,姬石镇,
41110404,411104,万金镇,
41110405,411104,天桥街街道,
41110406,411104,老窝镇,
41110407,411104,翟庄街道,
41110408,411104,邓襄镇,
41110409,411104,后谢乡,
411103,4111,郾城区,
41110301,411103,黑龙潭乡,
41110302,411103,李集镇,
41110303,411103,城关镇,
41110304,411103,裴城镇,
41110305,411103,商桥镇,
41110306,411103,新店镇,
41110307,411103,沙北街道,
41110308,411103,龙城镇,
41110309,411103,孟庙镇,
411,41,许昌市,
411003,411,建安区,
41100301,411003,灵井镇,
41100302,411003,邓庄乡,
41100303,411003,小召乡,
41100304,411003,长村张乡,
41100305,411003,桂村乡,
41100306,411003,椹涧乡,
41100307,411003,尚集镇,
41100308,411003,艾庄回族乡,
41100309,411003,陈曹乡,
41100310,411003,河街乡,
41100311,411003,将官池镇,
41100312,411003,五女店镇,
41100313,411003,榆林乡,
41100314,411003,张潘镇,
41100315,411003,苏桥镇,
41100316,411003,蒋李集镇,
411002,411,魏都区,
41100201,411002,七里店街道,
41100202,411002,东大街道,
41100203,411002,西大街道,
41100204,411002,新兴街道,
41100205,411002,丁庄街道,
41100206,411002,北大街道,
41100207,411002,南关街道,
41100208,411002,许昌经济开发区,
41100209,411002,文峰街道,
41100210,411002,五一路街道,
41100211,411002,半截河街道,
41100212,411002,高桥营街道,
41100213,411002,西关街道,
411082,411,长葛市,
41108201,411082,长社路街道,
41108202,411082,金桥路街道,
41108203,411082,南席镇,
41108204,411082,增福镇,
41108205,411082,董村镇,
41108206,411082,后河镇,
41108207,411082,石固镇,
41108208,411082,古桥乡,
41108209,411082,大周镇,
41108210,411082,长兴路街道,
41108211,411082,坡胡镇,
41108212,411082,和尚桥镇,
41108213,411082,建设路街道,
41108214,411082,老城镇,
41108215,411082,佛耳湖镇,
41108216,411082,石象乡,
411081,411,禹州市,
41108101,411081,颍川街道,
41108102,411081,韩城街道,
41108103,411081,浅井镇,
41108104,411081,小吕乡,
41108105,411081,褚河镇,
41108106,411081,无梁镇,
41108107,411081,古城镇,
41108108,411081,神垕镇,
41108109,411081,范坡镇,
41108110,411081,火龙镇,
41108111,411081,梁北镇,
41108112,411081,磨街乡,
41108113,411081,苌庄镇,
41108114,411081,张得镇,
41108115,411081,鸿畅镇,
41108116,411081,顺店镇,
41108117,411081,夏都街道,
41108118,411081,方岗镇,
41108119,411081,朱阁镇,
41108120,411081,花石镇,
41108121,411081,山货回族乡,
41108122,411081,方山镇,
41108123,411081,郭连镇,
41108124,411081,文殊镇,
41108125,411081,钧台街道,
41108126,411081,鸠山镇,
411024,411,鄢陵县,
41102401,411024,安陵镇,
41102402,411024,马栏镇,
41102403,411024,彭店乡,
41102404,411024,只乐镇,
41102405,411024,陶城镇,
41102406,411024,南坞镇,
41102407,411024,大马镇,
41102408,411024,望田镇,
41102409,411024,陈化店镇,
41102410,411024,张桥镇,
41102411,411024,柏梁镇,
41102412,411024,马坊乡,
411025,411,襄城县,
41102501,411025,双庙乡,
41102502,411025,汾陈乡,
41102503,411025,颍桥回族镇,
41102504,411025,库庄镇,
41102505,411025,城关镇,
41102506,411025,颍阳镇,
41102507,411025,麦岭镇,
41102508,411025,十里铺镇,
41102509,411025,范湖乡,
41102510,411025,紫云镇,
41102511,411025,山头店镇,
41102512,411025,丁营乡,
41102513,411025,湛北乡,
41102514,411025,王洛镇,
41102515,411025,茨沟乡,
41102516,411025,姜庄乡,
4113,41,南阳市,
411323,4113,西峡县,
41132301,411323,阳城镇,
41132302,411323,寨根乡,
41132303,411323,紫金街道,
41132304,411323,太平镇,
41132305,411323,白羽街道,
41132306,411323,重阳镇,
41132307,411323,米坪镇,
41132308,411323,回车镇,
41132309,411323,军马河镇,
41132310,411323,双龙镇,
41132311,411323,莲花街道,
41132312,411323,二郎坪镇,
41132313,411323,桑坪镇,
41132314,411323,丁河镇,
41132315,411323,丹水镇,
41132316,411323,西坪镇,
41132317,411323,五里桥镇,
41132318,411323,田关镇,
41132319,411323,石界河镇,
411321,4113,南召县,
41132101,411321,白土岗镇,
41132102,411321,皇路店镇,
41132103,411321,小店乡,
41132104,411321,云阳镇,
41132105,411321,留山镇,
41132106,411321,南河店镇,
41132107,411321,崔庄乡,
41132108,411321,板山坪镇,
41132109,411321,河南向东机械厂,
41132110,411321,城关镇,
41132111,411321,城郊乡,
41132112,411321,乔端镇,
41132113,411321,河南红宇机械厂,
41132114,411321,河南红阳机械厂,
41132115,411321,马市坪乡,
41132116,411321,皇后乡,
41132117,411321,四棵树乡,
41132118,411321,石门乡,
41132119,411321,太山庙乡,
41132120,411321,国营东风机械厂,
41132121,411321,国营长江机械厂,
411327,4113,社旗县,
41132701,411327,太和镇,
41132702,411327,下洼镇,
41132703,411327,苗店镇,
41132704,411327,饶良镇,
41132705,411327,晋庄镇,
41132706,411327,大冯营镇,
41132707,411327,桥头镇,
41132708,411327,潘河街道,
41132709,411327,赊店镇,
41132710,411327,兴隆镇,
41132711,411327,陌陂乡,
41132712,411327,郝寨镇,
41132713,411327,朱集镇,
41132714,411327,赵河街道,
41132715,411327,唐庄乡,
41132716,411327,李店镇,
41133,4113,桐柏县,
4113301,41133,毛集镇,
4113302,41133,平氏镇,
4113303,41133,城关镇,
4113304,41133,回龙乡,
4113305,41133,淮源镇,
4113306,41133,黄岗镇,
4113307,41133,城郊乡,
4113308,41133,固县镇,
4113309,41133,大河镇,
4113310,41133,新集乡,
4113311,41133,月河镇,
4113312,41133,安棚镇,
4113313,41133,程湾镇,
4113314,41133,埠江镇,
4113315,41133,朱庄镇,
4113316,41133,吴城镇,
411303,4113,卧龙区,
41130301,411303,蒲山镇,
41130302,411303,车站街道,
41130303,411303,七一街道,
41130304,411303,光武街道,
41130305,411303,石桥镇,
41130306,411303,百里奚街道,
41130307,411303,梅溪街道,
41130308,411303,七里园乡,
41130309,411303,潦河坡镇,
41130310,411303,英庄镇,
41130311,411303,谢庄镇,
41130312,411303,龙王沟风景区街道,
41130313,411303,靳岗街道,
41130314,411303,安皋镇,
41130315,411303,卧龙岗街道,
41130316,411303,张衡街道,
41130317,411303,武侯街道,
41130318,411303,王村乡,
41130319,411303,青华镇,
41130320,411303,潦河镇,
41130321,411303,陆营镇,
411326,4113,淅川县,
41132601,411326,厚坡镇,
41132602,411326,毛堂乡,
41132603,411326,丹阳镇,
41132604,411326,盛湾镇,
41132605,411326,马蹬镇,
41132606,411326,金河镇,
41132607,411326,老城镇,
41132608,411326,大石桥乡,
41132609,411326,龙城街道,
41132610,411326,西簧乡,
41132611,411326,滔河乡,
41132612,411326,商圣街道,
41132613,411326,寺湾镇,
41132614,411326,上集镇,
41132615,411326,荆紫关镇,
41132616,411326,仓房镇,
41132617,411326,香花镇,
411328,4113,唐河县,
41132801,411328,湖阳镇,
41132802,411328,滨河街道,
41132803,411328,上屯镇,
41132804,411328,马振抚乡,
41132805,411328,昝岗乡,
41132806,411328,少拜寺镇,
41132807,411328,东王集乡,
41132808,411328,祁仪乡,
41132809,411328,城郊乡,
41132810,411328,文峰街道,
41132811,411328,桐河乡,
41132812,411328,黑龙镇,
41132813,411328,郭滩镇,
41132814,411328,源潭镇,
41132815,411328,龙潭镇,
41132816,411328,毕店镇,
41132817,411328,桐寨铺镇,
41132818,411328,张店镇,
41132819,411328,大河屯镇,
41132820,411328,古城乡,
41132821,411328,苍台镇,
41132822,411328,东兴街道,
411325,4113,内乡县,
41132501,411325,夏馆镇,
41132502,411325,余关镇,
41132503,411325,师岗镇,
41132504,411325,桃溪镇,
41132505,411325,灌涨镇,
41132506,411325,马山口镇,
41132507,411325,岞曲镇,
41132508,411325,赤眉镇,
41132509,411325,大桥乡,
41132510,411325,湍东镇,
41132511,411325,赵店乡,
41132512,411325,七里坪乡,
41132513,411325,板场乡,
41132514,411325,城关镇,
41132515,411325,瓦亭镇,
41132516,411325,王店镇,
411324,4113,镇平县,
41132401,411324,老庄镇,
41132402,411324,王岗乡,
41132403,411324,枣园镇,
41132404,411324,卢医镇,
41132405,411324,曲屯镇,
41132406,411324,马庄乡,
41132407,411324,晁陂镇,
41132408,411324,玉都街道,
41132409,411324,张林镇,
41132410,411324,郭庄回族乡,
41132411,411324,彭营镇,
41132412,411324,遮山镇,
41132413,411324,二龙乡,
41132414,411324,安字营镇,
41132415,411324,杨营镇,
41132416,411324,柳泉铺镇,
41132417,411324,高丘镇,
41132418,411324,雪枫街道,
41132419,411324,石佛寺镇,
41132420,411324,涅阳街道,
41132421,411324,贾宋镇,
41132422,411324,侯集镇,
411322,4113,方城县,
41132201,411322,袁店回族乡,
41132202,411322,方城大寺林场,
41132203,411322,四里店乡,
41132204,411322,清河镇,
41132205,411322,古庄店镇,
41132206,411322,券桥镇,
41132207,411322,小史店镇,
41132208,411322,杨集镇,
41132209,411322,二郎庙乡,
41132210,411322,博望镇,
41132211,411322,独树镇,
41132212,411322,柳河镇,
41132213,411322,赵河镇,
41132214,411322,拐河镇,
41132215,411322,杨楼乡,
41132216,411322,凤瑞街道,
41132217,411322,释之街道,
41132218,411322,河南中南机械厂,
41132219,411322,广阳镇,
411381,4113,邓州市,
41138101,411381,九龙镇,
41138102,411381,构林镇,
41138103,411381,湍河街道,
41138104,411381,花洲街道,
41138105,411381,孟楼镇,
41138106,411381,古城街道,
41138107,411381,桑庄镇,
41138108,411381,杏山旅游管理区杏山街道,
41138109,411381,十林镇,
41138110,411381,赵集镇,
41138111,411381,张楼乡,
41138112,411381,罗庄镇,
41138113,411381,高集乡,
41138114,411381,都司镇,
41138115,411381,夏集镇,
41138116,411381,白牛镇,
41138117,411381,穰东镇,
41138118,411381,裴营乡,
41138119,411381,文渠乡,
41138120,411381,陶营镇,
41138121,411381,小杨营镇,
41138122,411381,张村镇,
41138123,411381,龙堰乡,
41138124,411381,南阳市黄牛良种繁育场,
41138125,411381,腰店镇,
41138126,411381,汲滩镇,
41138127,411381,彭桥镇,
41138128,411381,林扒镇,
41138129,411381,刘集镇,
411329,4113,新野县,
41132901,411329,上庄乡,
41132902,411329,上港乡,
41132903,411329,王集镇,
41132904,411329,前高庙乡,
41132905,411329,五星镇,
41132906,411329,汉城街道,
41132907,411329,歪子镇,
41132908,411329,沙堰镇,
41132909,411329,城郊乡,
41132910,411329,新甸铺镇,
41132911,411329,樊集乡,
41132912,411329,施庵镇,
41132913,411329,溧河铺镇,
41132914,411329,王庄镇,
41132915,411329,汉华街道,
411302,4113,宛城区,
41130201,411302,瓦店镇,
41130202,411302,高新区产业集聚工业园,
41130203,411302,新华街道,
41130204,411302,汉冶街道,
41130205,411302,茶庵乡,
41130206,411302,高庙镇,
41130207,411302,黄台岗镇,
41130208,411302,金华乡,
41130209,411302,溧河乡,
41130210,411302,东关街道,
41130211,411302,白河街道,
41130212,411302,官庄镇,
41130213,411302,新店乡,
41130214,411302,仲景街道,
41130215,411302,枣林街道,
41130216,411302,红泥湾镇,
41130217,411302,汉冢乡,
41130218,411302,赤虎街道,
4115,41,信阳市,
411527,4115,淮滨县,
41152701,411527,顺河街道,
41152702,411527,滨湖街道,
41152703,411527,邓湾乡,
41152704,411527,马集镇,
41152705,411527,淮滨县台头乡,
41152706,411527,张庄乡,
41152707,411527,王店乡,
41152708,411527,淮滨县谷堆乡,
41152709,411527,三空桥乡,
41152710,411527,王家岗乡,
41152711,411527,固城乡,
41152712,411527,栏杆街道,
41152713,411527,期思镇,
41152714,411527,新里镇,
41152715,411527,桂花街道,
41152716,411527,防胡镇,
41152717,411527,赵集镇,
41152718,411527,芦集乡,
41152719,411527,张里乡,
411526,4115,潢川县,
41152601,411526,踅孜镇,
41152602,411526,黄湖农场,
41152603,411526,伞陂镇,
41152604,411526,张集乡,
41152605,411526,来龙乡,
41152606,411526,隆古乡,
41152607,411526,江家集镇,
41152608,411526,春申街道,
41152609,411526,魏岗乡,
41152610,411526,付店镇,
41152611,411526,卜塔集镇,
41152612,411526,老城街道,
41152613,411526,仁和镇,
41152614,411526,定城街道,
41152615,411526,黄寺岗镇,
41152616,411526,谈店乡,
41152617,411526,桃林铺镇,
41152618,411526,白店乡,
41152619,411526,上油岗乡,
41152620,411526,双柳树镇,
41152621,411526,传流店乡,
41152622,411526,弋阳街道,
41152623,411526,河南省潢川经济技术开发区,
411521,4115,罗山县,
41152101,411521,青山镇,
41152102,411521,竹竿镇,
41152103,411521,潘新镇,
41152104,411521,山店乡,
41152105,411521,彭新镇,
41152106,411521,庙仙乡,
41152107,411521,灵山镇,
41152108,411521,子路镇,
41152109,411521,东卜镇,
41152110,411521,周党镇,
41152111,411521,莽张镇,
41152112,411521,铁铺镇,
41152113,411521,尤店乡,
41152114,411521,高店乡,
41152115,411521,定远乡,
41152116,411521,朱堂乡,
41152117,411521,楠杆镇,
41152118,411521,河南省五一农场,
41152119,411521,宝城街道,
41152120,411521,丽水街道,
41152121,411521,龙山街道,
411522,4115,光山县,
41152201,411522,凉亭乡,
41152202,411522,寨河镇,
41152203,411522,槐店乡,
41152204,411522,马畈镇,
41152205,411522,弦山街道,
41152206,411522,白雀园镇,
41152207,411522,十里镇,
41152208,411522,斛山乡,
41152209,411522,砖桥镇,
41152210,411522,文殊乡,
41152211,411522,孙铁铺镇,
41152212,411522,殷棚乡,
41152213,411522,泼陂河镇,
41152214,411522,晏河乡,
41152215,411522,北向店乡,
41152216,411522,仙居乡,
41152217,411522,紫水街道,
41152218,411522,罗陈乡,
41152219,411522,南向店乡,
411502,4115,浉河区,
41150201,411502,五星街道,
41150202,411502,董家河镇,
41150203,411502,湖东街道,
41150204,411502,李家寨镇,
41150205,411502,金牛山街道,
41150206,411502,南湾街道,
41150207,411502,游河乡,
41150208,411502,民权街道,
41150209,411502,十三里桥乡,
41150210,411502,谭家河乡,
41150211,411502,双井街道,
41150212,411502,浉河港镇,
41150213,411502,东双河镇,
41150214,411502,五里墩街道,
41150215,411502,老城街道,
41150216,411502,柳林乡,
41150217,411502,车站街道,
41150218,411502,吴家店镇,
411525,4115,固始县,
41152501,411525,黎集镇,
41152502,411525,观堂乡,
41152503,411525,汪棚镇,
41152504,411525,石佛店镇,
41152505,411525,胡族铺镇,
41152506,411525,方集镇,
41152507,411525,秀水街道,
41152508,411525,马堽集乡,
41152509,411525,柳树店乡,
41152510,411525,张老埠乡,
41152511,411525,杨集乡,
41152512,411525,番城街道,
41152513,411525,赵岗乡,
41152514,411525,陈淋子镇,
41152515,411525,南大桥乡,
41152516,411525,蒋集镇,
41152517,411525,陈集镇,
41152518,411525,段集镇,
41152519,411525,李店乡,
41152520,411525,往流镇,
41152521,411525,草庙集乡,
41152522,411525,祖师庙镇,
41152523,411525,泉河铺镇,
41152524,411525,三河尖镇,
41152525,411525,丰港乡,
41152526,411525,郭陆滩镇,
41152527,411525,武庙集镇,
41152528,411525,分水亭镇,
41152529,411525,张广庙镇,
41152530,411525,蓼城街道,
41152531,411525,洪埠乡,
41152532,411525,沙河铺乡,
41152533,411525,徐集乡,
411524,4115,商城县,
41152401,411524,达权店镇,
41152402,411524,吴河乡,
41152403,411524,鄢岗镇,
41152404,411524,金刚台乡,
41152405,411524,苏仙石乡,
41152406,411524,丰集镇,
41152407,411524,汪岗镇,
41152408,411524,汤泉池管理处,
41152409,411524,长竹园乡,
41152410,411524,伏山乡,
41152411,411524,河风桥乡,
41152412,411524,观庙镇,
41152413,411524,冯店乡,
41152414,411524,鲇鱼山街道,
41152415,411524,李集乡,
41152416,411524,上石桥镇,
41152417,411524,余集镇,
41152418,411524,赤城街道,
41152419,411524,汪桥镇,
41152420,411524,双椿铺镇,
411523,4115,新县,
41152301,411523,周河乡,
41152302,411523,陡山河乡,
41152303,411523,泗店乡,
41152304,411523,田铺乡,
41152305,411523,沙窝镇,
41152306,411523,苏河镇,
41152307,411523,浒湾乡,
41152308,411523,吴陈河镇,
41152309,411523,新集镇,
41152310,411523,八里畈镇,
41152311,411523,千斤乡,
41152312,411523,箭厂河乡,
41152313,411523,郭家河乡,
41152314,411523,陈店乡,
41152315,411523,卡房乡,
411528,4115,息县,
41152801,411528,东岳镇,
41152802,411528,八里岔乡,
41152803,411528,长陵乡,
41152804,411528,龙湖街道,
41152805,411528,陈棚乡,
41152806,411528,夏庄镇,
41152807,411528,曹黄林镇,
41152808,411528,路口乡,
41152809,411528,临河乡,
41152810,411528,岗李店乡,
41152811,411528,关店乡,
41152812,411528,张陶乡,
41152813,411528,项店镇,
41152814,411528,小茴店镇,
41152815,411528,包信镇,
41152816,411528,白土店乡,
41152817,411528,杨店乡,
41152818,411528,孙庙乡,
41152819,411528,地矿局,
41152820,411528,谯楼街道,
41152821,411528,彭店乡,
41152822,411528,淮河街道,
411503,4115,平桥区,
41150301,411503,平西街道,
41150302,411503,平昌镇,
41150303,411503,肖店乡,
41150304,411503,明港工业管理区,
41150305,411503,五里镇,
41150306,411503,龙井乡,
41150307,411503,高粱店乡,
41150308,411503,彭家湾乡,
41150309,411503,甘岸街道,
41150310,411503,信阳国际家居产业小镇,
41150311,411503,邢集镇,
41150312,411503,平东街道,
41150313,411503,王岗乡,
41150314,411503,城阳城址保护区,
41150315,411503,明港镇,
41150316,411503,洋河镇,
41150317,411503,平桥街道,
41150318,411503,天梯街道,
41150319,411503,龙飞山街道,
41150320,411503,五里店街道,
41150321,411503,前进街道,
41150322,411503,长台乡,
41150323,411503,城东街道,
41150324,411503,北湖风景管理区,
41150325,411503,查山乡,
41150326,411503,肖王镇,
41150327,411503,胡店乡,
41150328,411503,羊山街道,
41150329,411503,震雷山街道,
41150330,411503,农村改革发展综合试验核心区,
41150331,411503,南京路街道,
419001,41,济源市,
41900101,419001,济源市坡头镇,
41900102,419001,济源市梨林镇,
41900103,419001,济源市思礼镇,
41900104,419001,济源市大峪镇,
41900105,419001,济源市五龙口镇,
41900106,419001,济源市王屋镇,
41900107,419001,济源市玉泉街道,
41900108,419001,济源市轵城镇,
41900109,419001,济源市济水街道,
41900110,419001,济源市沁园街道,
41900111,419001,济源市下冶镇,
41900112,419001,济源市克井镇,
41900113,419001,济源市天坛街道,
41900114,419001,济源市邵原镇,
41900115,419001,济源市北海街道,
41900116,419001,济源市承留镇,
4117,41,驻马店市,
411721,4117,西平县,
41172101,411721,芦庙乡,
41172102,411721,专探乡,
41172103,411721,师灵镇,
41172104,411721,杨庄乡,
41172105,411721,蔡寨回族乡,
41172106,411721,二郎乡,
